time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene
24_04_2021 07h43min48seg,1710,-1,3315,332,11,600,400,0,0,2665,0,671,0,0,0
24_04_2021 07h44min06seg,1711,-1,3800,392,7,600,400,0,0,3150,0,699,0,0,0
24_04_2021 07h44min25seg,1712,-1,3430,345,0,600,400,0,0,2780,0,643,0,0,0
24_04_2021 07h44min46seg,1713,-1,2285,391,2,600,400,0,0,2335,0,0,0,100,0
24_04_2021 07h45min07seg,1714,-1,1470,511,620,600,650,0,0,1820,0,0,0,400,0
24_04_2021 07h45min26seg,1715,-1,3375,366,19,600,400,0,0,2875,0,559,0,0,0
24_04_2021 07h45min47seg,1716,-1,3405,361,59,600,500,0,0,2905,0,475,0,100,0
24_04_2021 07h46min10seg,1717,-1,2670,430,149,600,500,0,0,3020,0,55,0,400,0
24_04_2021 07h46min30seg,1718,-1,3500,379,146,600,500,0,0,2950,0,699,0,100,0
24_04_2021 07h46min50seg,1719,-1,2080,358,240,600,500,0,0,2480,0,223,0,600,0
24_04_2021 07h47min09seg,1720,-1,3440,372,19,600,400,0,0,2940,0,531,0,0,0
24_04_2021 07h47min29seg,1721,-1,3065,383,2,600,400,0,0,2865,0,363,0,100,0
24_04_2021 07h47min46seg,1722,-1,3215,342,27,600,400,0,0,2715,0,587,0,0,0
24_04_2021 07h48min04seg,1723,-1,3445,348,27,600,400,0,0,2795,0,699,0,0,0
24_04_2021 07h48min22seg,1724,-1,3565,362,11,600,400,0,0,2915,0,643,0,0,0
24_04_2021 07h48min41seg,1725,-1,3615,394,15,600,400,0,0,3115,0,615,0,100,0
24_04_2021 07h49min00seg,1726,-1,3760,387,35,600,400,0,0,3110,0,699,0,0,0
24_04_2021 07h49min16seg,1727,-1,3115,306,31,600,400,0,0,2465,0,699,0,0,0
24_04_2021 07h49min40seg,1728,-1,2685,827,998,600,800,0,0,2535,0,279,0,400,0
24_04_2021 07h50min01seg,1729,-1,3960,438,29,600,400,0,0,3510,0,643,0,100,0
24_04_2021 07h50min18seg,1730,-1,3295,330,27,600,400,0,0,2645,0,671,0,0,0
24_04_2021 07h50min36seg,1731,-1,3285,333,28,600,400,0,0,2685,0,727,0,0,0
24_04_2021 07h50min53seg,1732,-1,3055,331,79,600,400,0,0,2605,0,139,0,100,0
24_04_2021 07h51min11seg,1733,-1,2225,332,1,600,400,0,0,2525,0,363,0,600,0
24_04_2021 07h51min30seg,1734,-1,3510,384,203,600,500,0,0,2960,0,699,0,100,0
24_04_2021 07h51min46seg,1735,-1,3100,306,33,600,400,0,0,2450,0,699,0,0,0
24_04_2021 07h52min04seg,1736,-1,3675,373,14,600,400,0,0,3025,0,699,0,0,0
24_04_2021 07h52min22seg,1737,-1,3580,362,1,600,400,0,0,2930,0,671,0,0,0
24_04_2021 07h52min40seg,1738,-1,3715,380,2,600,400,0,0,3065,0,699,0,0,0
24_04_2021 07h52min57seg,1739,-1,3300,330,1,600,400,0,0,2650,0,727,0,0,0
24_04_2021 07h53min15seg,1740,-1,2930,355,233,600,500,0,0,2630,0,447,0,100,0
24_04_2021 07h53min33seg,1741,-1,3470,350,3,600,400,0,0,2820,0,727,0,0,0
24_04_2021 07h53min51seg,1742,-1,3780,391,22,600,400,0,0,3130,0,699,0,0,0
24_04_2021 07h54min10seg,1743,-1,3100,368,57,600,500,0,0,2850,0,223,0,100,0
24_04_2021 07h54min28seg,1744,-1,3545,359,0,600,400,0,0,2895,0,671,0,0,0
24_04_2021 07h54min44seg,1745,-1,3240,321,27,600,400,0,0,2590,0,643,0,0,0
24_04_2021 07h55min01seg,1746,-1,3245,323,3,600,400,0,0,2595,0,727,0,0,0
24_04_2021 07h55min19seg,1747,-1,3725,380,6,600,400,0,0,3075,0,699,0,0,0
24_04_2021 07h55min37seg,1748,-1,2900,361,10,600,400,0,0,2800,0,419,0,300,0
24_04_2021 07h55min58seg,1749,-1,3955,432,113,600,500,0,0,3405,0,699,0,100,0
24_04_2021 07h56min15seg,1750,-1,3565,362,10,600,400,0,0,2915,0,643,0,0,0
24_04_2021 07h56min36seg,1751,-1,4385,461,2,600,400,0,0,3735,0,671,0,0,0
24_04_2021 07h56min53seg,1752,-1,3180,315,34,600,400,0,0,2530,0,699,0,0,0
24_04_2021 07h57min11seg,1753,-1,3650,373,22,600,400,0,0,3000,0,699,0,0,0
24_04_2021 07h57min28seg,1754,-1,2685,320,106,600,500,0,0,2385,0,531,0,200,0
24_04_2021 07h57min47seg,1755,-1,1940,375,247,600,500,0,0,2540,0,139,0,700,0
24_04_2021 07h58min05seg,1756,-1,2990,347,381,600,500,0,0,2590,0,0,0,100,0
24_04_2021 07h58min25seg,1757,-1,1570,399,248,600,500,0,0,2520,0,0,0,1000,0
24_04_2021 07h58min45seg,1758,-1,3190,430,329,600,500,0,0,3090,0,391,0,300,0
24_04_2021 07h59min03seg,1759,-1,3645,387,26,600,400,0,0,3095,0,587,0,0,0
24_04_2021 07h59min21seg,1760,-1,3455,349,18,600,400,0,0,2805,0,643,0,0,0
24_04_2021 07h59min40seg,1761,-1,3750,383,1,600,400,0,0,3100,0,643,0,0,0
24_04_2021 07h59min58seg,1762,-1,3585,364,21,600,400,0,0,2935,0,727,0,0,0
24_04_2021 08h00min18seg,1763,-1,3060,390,48,600,500,0,0,3010,0,335,0,300,0
24_04_2021 08h00min39seg,1764,-1,2945,389,765,600,500,0,0,2895,0,0,0,100,0
24_04_2021 08h00min59seg,1765,-1,2370,418,313,600,500,0,0,2770,0,167,0,600,0
24_04_2021 08h01min19seg,1766,-1,2230,386,221,600,500,0,0,2680,0,279,0,700,0
24_04_2021 08h01min37seg,1767,-1,1485,382,288,600,500,0,0,1835,0,0,0,400,0
24_04_2021 08h01min54seg,1768,-1,2165,333,256,600,500,0,0,2265,0,419,0,500,0
24_04_2021 08h02min13seg,1769,-1,2555,371,221,600,500,0,0,2555,0,307,0,300,0
24_04_2021 08h02min30seg,1770,-1,3095,311,2,600,400,0,0,2495,0,615,0,0,0
24_04_2021 08h02min48seg,1771,-1,3640,370,12,600,400,0,0,2990,0,699,0,0,0
24_04_2021 08h03min07seg,1772,-1,3635,401,6,600,400,0,0,3185,0,531,0,0,0
24_04_2021 08h03min25seg,1773,-1,3330,361,13,600,400,0,0,2830,0,559,0,100,0
24_04_2021 08h03min49seg,1774,-1,2620,583,828,600,650,0,0,2820,0,0,0,400,0
24_04_2021 08h04min07seg,1775,-1,2925,356,7,600,400,0,0,2725,0,475,0,300,0
24_04_2021 08h04min24seg,1776,-1,3410,350,5,600,400,0,0,2810,0,671,0,0,0
24_04_2021 08h04min42seg,1777,-1,3535,357,30,600,400,0,0,2885,0,671,0,0,0
24_04_2021 08h05min04seg,1778,-1,2335,434,254,600,500,0,0,2835,0,0,0,550,0
24_04_2021 08h05min25seg,1779,-1,1840,824,537,600,800,0,0,2140,0,0,0,400,0
24_04_2021 08h05min42seg,1780,-1,3290,327,25,600,400,0,0,2640,0,699,0,0,0
24_04_2021 08h06min00seg,1781,-1,3525,359,7,600,400,0,0,2875,0,671,0,0,0
24_04_2021 08h06min19seg,1782,-1,3980,411,25,600,400,0,0,3330,0,755,0,0,0
24_04_2021 08h06min36seg,1783,-1,3275,327,32,600,400,0,0,2625,0,671,0,0,0
24_04_2021 08h06min55seg,1784,-1,2185,386,217,600,500,0,0,2435,0,0,0,300,0
24_04_2021 08h07min17seg,1785,-1,3605,904,95,600,800,0,0,3355,0,643,0,400,0
24_04_2021 08h07min34seg,1786,-1,3425,350,4,600,400,0,0,2825,0,699,0,0,0
24_04_2021 08h07min53seg,1787,-1,4020,416,2,600,400,0,0,3370,0,699,0,0,0
24_04_2021 08h08min10seg,1788,-1,3265,325,16,600,400,0,0,2615,0,671,0,0,0
24_04_2021 08h08min31seg,1789,-1,4480,481,18,600,400,0,0,3880,0,643,0,0,0
24_04_2021 08h08min48seg,1790,-1,3495,354,25,600,400,0,0,2845,0,643,0,0,0
24_04_2021 08h09min06seg,1791,-1,3735,381,27,600,400,0,0,3085,0,671,0,0,0
24_04_2021 08h09min24seg,1792,-1,3110,335,3,600,500,0,0,2610,0,615,0,100,0
24_04_2021 08h09min42seg,1793,-1,3605,367,23,600,400,0,0,2955,0,727,0,0,0
24_04_2021 08h10min01seg,1794,-1,2050,400,160,600,500,0,0,2600,0,0,0,600,0
24_04_2021 08h10min19seg,1795,-1,3025,351,281,600,500,0,0,2575,0,307,0,100,0
24_04_2021 08h10min38seg,1796,-1,2715,386,209,600,500,0,0,2765,0,447,0,400,0
24_04_2021 08h10min58seg,1797,-1,3820,405,41,600,500,0,0,3270,0,755,0,100,0
24_04_2021 08h11min16seg,1798,-1,3640,370,20,600,400,0,0,2990,0,699,0,0,0
24_04_2021 08h11min35seg,1799,-1,1705,405,229,600,500,0,0,2655,0,55,0,1000,0
24_04_2021 08h11min52seg,1800,-1,2760,309,202,600,500,0,0,2260,0,643,0,100,0
24_04_2021 08h12min12seg,1801,-1,3100,388,267,600,500,0,0,2800,0,503,0,200,0
24_04_2021 08h12min31seg,1802,-1,3160,381,283,600,500,0,0,2760,0,559,0,100,0
24_04_2021 08h12min50seg,1803,-1,3185,383,243,600,500,0,0,2835,0,503,0,100,0
24_04_2021 08h13min14seg,1804,-1,1615,1065,1196,850,800,200,0,2115,0,0,0,650,0
24_04_2021 08h13min32seg,1805,-1,3710,381,28,600,400,0,0,3060,0,671,0,0,0
24_04_2021 08h13min50seg,1806,-1,3375,374,7,600,400,0,0,2925,0,503,0,0,0
24_04_2021 08h14min07seg,1807,-1,3290,336,28,600,400,0,0,2690,0,643,0,0,0
24_04_2021 08h14min25seg,1808,-1,1820,335,155,600,500,0,0,2020,0,0,0,250,0
24_04_2021 08h14min47seg,1809,-1,2245,842,731,600,800,0,0,2595,0,0,0,400,0
24_04_2021 08h15min06seg,1810,-1,2065,352,264,600,500,0,0,2515,0,307,0,700,0
24_04_2021 08h15min41seg,1811,-1,3685,1168,2833,1400,800,1000,0,4485,0,0,0,1200,0
24_04_2021 08h15min59seg,1812,-1,3220,346,18,600,400,0,0,2720,0,531,0,0,0
24_04_2021 08h16min17seg,1813,-1,3200,352,12,600,400,0,0,2700,0,559,0,0,0
24_04_2021 08h16min34seg,1814,-1,3230,322,13,600,400,0,0,2580,0,671,0,0,0
24_04_2021 08h16min53seg,1815,-1,3750,386,8,600,400,0,0,3100,0,643,0,0,0
24_04_2021 08h17min13seg,1816,-1,4025,419,6,600,400,0,0,3375,0,727,0,0,0
24_04_2021 08h17min29seg,1817,-1,3010,294,32,600,400,0,0,2360,0,671,0,0,0
24_04_2021 08h17min47seg,1818,-1,3680,375,34,600,400,0,0,3030,0,671,0,0,0
24_04_2021 08h18min03seg,1819,-1,3120,306,28,600,400,0,0,2470,0,671,0,0,0
24_04_2021 08h18min23seg,1820,-1,2935,395,88,600,500,0,0,2985,0,447,0,500,0
24_04_2021 08h18min42seg,1821,-1,1915,403,5,600,400,0,0,2615,0,167,0,900,0
24_04_2021 08h19min01seg,1822,-1,3940,407,11,600,400,0,0,3290,0,643,0,0,0
24_04_2021 08h19min21seg,1823,-1,3940,408,30,600,400,0,0,3290,0,699,0,0,0
24_04_2021 08h19min38seg,1824,-1,3395,339,27,600,400,0,0,2745,0,727,0,0,0
24_04_2021 08h19min55seg,1825,-1,3285,345,26,600,400,0,0,2735,0,615,0,0,0
24_04_2021 08h20min12seg,1826,-1,3195,317,10,600,400,0,0,2545,0,699,0,0,0
24_04_2021 08h20min29seg,1827,-1,3700,379,15,600,400,0,0,3050,0,671,0,0,0
24_04_2021 08h20min47seg,1828,-1,3300,368,145,600,500,0,0,2800,0,615,0,100,0
24_04_2021 08h21min07seg,1829,-1,2400,394,250,600,500,0,0,2750,0,223,0,400,0
24_04_2021 08h21min24seg,1830,-1,2920,332,303,600,500,0,0,2470,0,391,0,100,0
24_04_2021 08h21min43seg,1831,-1,3305,379,197,600,500,0,0,2855,0,419,0,100,0
24_04_2021 08h22min03seg,1832,-1,2125,485,597,600,650,0,0,2425,0,0,0,400,0
24_04_2021 08h22min21seg,1833,-1,3545,359,3,600,400,0,0,2895,0,699,0,0,0
24_04_2021 08h22min39seg,1834,-1,3445,345,24,600,400,0,0,2795,0,671,0,0,0
24_04_2021 08h22min58seg,1835,-1,2920,394,80,600,500,0,0,2870,0,139,0,100,0
24_04_2021 08h23min17seg,1836,-1,3385,383,185,600,500,0,0,2885,0,587,0,100,0
24_04_2021 08h23min34seg,1837,-1,3480,352,16,600,400,0,0,2830,0,615,0,0,0
24_04_2021 08h23min52seg,1838,-1,3540,367,15,600,400,0,0,2940,0,643,0,0,0
24_04_2021 08h24min11seg,1839,-1,3350,401,265,600,500,0,0,2950,0,503,0,100,0
24_04_2021 08h24min32seg,1840,-1,2185,426,272,600,500,0,0,2735,0,0,0,600,0
24_04_2021 08h24min51seg,1841,-1,3230,366,320,600,500,0,0,2730,0,671,0,100,0
24_04_2021 08h25min11seg,1842,-1,2550,383,223,600,500,0,0,2700,0,139,0,300,0
24_04_2021 08h25min33seg,1843,-1,3160,425,548,600,500,0,0,3210,0,0,0,100,0
24_04_2021 08h25min52seg,1844,-1,3405,393,260,600,500,0,0,2905,0,587,0,100,0
24_04_2021 08h26min09seg,1845,-1,3360,338,10,600,400,0,0,2710,0,643,0,0,0
24_04_2021 08h26min25seg,1846,-1,3135,309,24,600,400,0,0,2485,0,699,0,0,0
24_04_2021 08h26min42seg,1847,-1,3435,346,23,600,400,0,0,2785,0,643,0,0,0
24_04_2021 08h27min01seg,1848,-1,3950,410,11,600,400,0,0,3300,0,643,0,0,0
24_04_2021 08h27min19seg,1849,-1,3505,355,16,600,400,0,0,2855,0,699,0,0,0
24_04_2021 08h27min35seg,1850,-1,3285,328,21,600,400,0,0,2635,0,699,0,0,0
24_04_2021 08h27min55seg,1851,-1,3900,411,31,600,400,0,0,3300,0,671,0,0,0
24_04_2021 08h28min11seg,1852,-1,3280,328,18,600,400,0,0,2630,0,671,0,0,0
24_04_2021 08h28min29seg,1853,-1,3230,358,147,600,500,0,0,2730,0,615,0,100,0
24_04_2021 08h28min48seg,1854,-1,3835,397,20,600,400,0,0,3185,0,699,0,0,0
24_04_2021 08h29min11seg,1855,-1,2105,687,557,600,650,0,0,2655,0,0,0,600,0
24_04_2021 08h29min28seg,1856,-1,2660,337,262,600,500,0,0,2460,0,559,0,300,0
24_04_2021 08h29min47seg,1857,-1,3875,401,0,600,400,0,0,3225,0,699,0,0,0
24_04_2021 08h30min05seg,1858,-1,3760,385,15,600,400,0,0,3110,0,671,0,0,0
24_04_2021 08h30min22seg,1859,-1,3260,326,11,600,400,0,0,2610,0,699,0,0,0
24_04_2021 08h30min40seg,1860,-1,3670,375,36,600,400,0,0,3020,0,699,0,0,0
24_04_2021 08h30min57seg,1861,-1,3515,355,14,600,400,0,0,2865,0,671,0,0,0
24_04_2021 08h31min15seg,1862,-1,3310,347,19,600,500,0,0,2760,0,699,0,100,0
24_04_2021 08h31min32seg,1863,-1,2650,344,177,600,500,0,0,2400,0,363,0,100,0
24_04_2021 08h31min51seg,1864,-1,2750,373,244,600,500,0,0,2750,0,363,0,400,0
24_04_2021 08h32min10seg,1865,-1,1990,395,207,600,500,0,0,2540,0,111,0,700,0
24_04_2021 08h32min26seg,1866,-1,3155,314,5,600,400,0,0,2505,0,643,0,0,0
24_04_2021 08h32min43seg,1867,-1,3490,353,5,600,400,0,0,2840,0,699,0,0,0
24_04_2021 08h33min00seg,1868,-1,3265,324,27,600,400,0,0,2615,0,671,0,0,0
24_04_2021 08h33min16seg,1869,-1,3290,329,8,600,400,0,0,2640,0,615,0,0,0
24_04_2021 08h33min35seg,1870,-1,3045,369,110,600,500,0,0,2795,0,531,0,300,0
24_04_2021 08h33min54seg,1871,-1,3310,377,285,600,500,0,0,2810,0,671,0,100,0
24_04_2021 08h34min14seg,1872,-1,2570,445,133,600,500,0,0,3070,0,167,0,700,0
24_04_2021 08h34min34seg,1873,-1,3240,398,7,600,500,0,0,3140,0,587,0,400,0
24_04_2021 08h34min52seg,1874,-1,2905,358,250,600,500,0,0,2655,0,587,0,300,0
24_04_2021 08h35min11seg,1875,-1,3395,377,248,600,500,0,0,2845,0,699,0,100,0
24_04_2021 08h35min29seg,1876,-1,3510,355,23,600,400,0,0,2860,0,643,0,0,0
24_04_2021 08h35min44seg,1877,-1,3025,295,18,600,400,0,0,2375,0,727,0,0,0
24_04_2021 08h36min03seg,1878,-1,3625,369,27,600,400,0,0,2975,0,615,0,0,0
24_04_2021 08h36min19seg,1879,-1,3260,327,33,600,400,0,0,2610,0,671,0,0,0
24_04_2021 08h36min36seg,1880,-1,3515,357,26,600,400,0,0,2865,0,727,0,0,0
24_04_2021 08h36min55seg,1881,-1,3550,387,22,600,400,0,0,3050,0,531,0,0,0
24_04_2021 08h37min13seg,1882,-1,3860,397,22,600,400,0,0,3210,0,699,0,0,0
24_04_2021 08h37min32seg,1883,-1,3695,377,3,600,400,0,0,3045,0,699,0,0,0
24_04_2021 08h37min48seg,1884,-1,3045,305,2,600,400,0,0,2445,0,643,0,0,0
24_04_2021 08h38min09seg,1885,-1,4470,474,30,600,400,0,0,3820,0,699,0,0,0
24_04_2021 08h38min26seg,1886,-1,3350,337,18,600,400,0,0,2700,0,727,0,0,0
24_04_2021 08h38min42seg,1887,-1,3070,302,5,600,400,0,0,2420,0,727,0,0,0
24_04_2021 08h38min59seg,1888,-1,3275,326,3,600,400,0,0,2625,0,699,0,0,0
24_04_2021 08h39min18seg,1889,-1,3755,384,31,600,400,0,0,3105,0,699,0,0,0
24_04_2021 08h39min35seg,1890,-1,2880,307,90,600,500,0,0,2380,0,587,0,100,0
24_04_2021 08h39min51seg,1891,-1,3155,314,4,600,400,0,0,2505,0,643,0,0,0
24_04_2021 08h40min10seg,1892,-1,3925,407,4,600,400,0,0,3275,0,699,0,0,0
24_04_2021 08h40min28seg,1893,-1,3020,363,85,600,500,0,0,2820,0,587,0,300,0
24_04_2021 08h40min47seg,1894,-1,3480,371,48,600,500,0,0,2930,0,699,0,100,0
24_04_2021 08h41min04seg,1895,-1,3115,321,25,600,400,0,0,2515,0,587,0,0,0
24_04_2021 08h41min21seg,1896,-1,3060,347,5,600,400,0,0,2610,0,419,0,0,0
24_04_2021 08h41min41seg,1897,-1,2825,398,379,600,500,0,0,2725,0,111,0,400,0
24_04_2021 08h42min02seg,1898,-1,4535,479,7,600,400,0,0,3885,0,699,0,0,0
24_04_2021 08h42min20seg,1899,-1,3420,345,31,600,400,0,0,2770,0,671,0,0,0
24_04_2021 08h42min37seg,1900,-1,3470,349,13,600,400,0,0,2820,0,671,0,0,0
24_04_2021 08h42min55seg,1901,-1,3495,354,29,600,400,0,0,2845,0,643,0,0,0
24_04_2021 08h43min13seg,1902,-1,3265,328,17,600,400,0,0,2615,0,643,0,0,0
24_04_2021 08h43min32seg,1903,-1,3440,346,17,600,400,0,0,2790,0,699,0,0,0
24_04_2021 08h43min51seg,1904,-1,4075,425,3,600,400,0,0,3425,0,699,0,0,0
24_04_2021 08h44min09seg,1905,-1,3755,384,31,600,400,0,0,3105,0,727,0,0,0
24_04_2021 08h44min27seg,1906,-1,3480,352,20,600,400,0,0,2830,0,671,0,0,0
24_04_2021 08h44min47seg,1907,-1,3545,373,27,600,500,0,0,2995,0,755,0,100,0
24_04_2021 08h45min03seg,1908,-1,3145,313,22,600,400,0,0,2495,0,671,0,0,0
24_04_2021 08h45min20seg,1909,-1,3155,312,27,600,400,0,0,2505,0,643,0,0,0
24_04_2021 08h45min36seg,1910,-1,3085,303,33,600,400,0,0,2435,0,699,0,0,0
24_04_2021 08h45min54seg,1911,-1,3460,350,3,600,400,0,0,2810,0,699,0,0,0
24_04_2021 08h46min12seg,1912,-1,3460,349,15,600,400,0,0,2810,0,699,0,0,0
24_04_2021 08h46min30seg,1913,-1,2495,350,70,600,500,0,0,2495,0,307,0,300,0
24_04_2021 08h46min48seg,1914,-1,2970,361,322,600,500,0,0,2620,0,531,0,100,0
24_04_2021 08h47min04seg,1915,-1,3245,323,6,600,400,0,0,2595,0,671,0,0,0
24_04_2021 08h47min22seg,1916,-1,2450,304,375,600,500,0,0,2250,0,0,0,100,0
24_04_2021 08h47min43seg,1917,-1,2005,615,688,600,650,0,0,2305,0,0,0,400,0
24_04_2021 08h48min02seg,1918,-1,2645,378,173,600,500,0,0,2595,0,335,0,300,0
24_04_2021 08h48min21seg,1919,-1,3370,365,80,600,500,0,0,2820,0,671,0,100,0
24_04_2021 08h48min40seg,1920,-1,4035,421,13,600,400,0,0,3385,0,699,0,0,0
24_04_2021 08h48min57seg,1921,-1,3145,323,9,600,400,0,0,2545,0,671,0,0,0
24_04_2021 08h49min15seg,1922,-1,2455,328,8,600,400,0,0,2355,0,391,0,300,0
24_04_2021 08h49min34seg,1923,-1,3455,396,278,600,500,0,0,2955,0,587,0,100,0
24_04_2021 08h49min53seg,1924,-1,2500,383,272,600,500,0,0,2700,0,279,0,500,0
24_04_2021 08h50min15seg,1925,-1,3455,485,228,600,500,0,0,3405,0,447,0,400,0
24_04_2021 08h50min38seg,1926,-1,2350,882,1100,600,800,0,0,2700,0,0,0,400,0
24_04_2021 08h50min59seg,1927,-1,2800,428,334,600,500,0,0,3050,0,279,0,500,0
24_04_2021 08h51min19seg,1928,-1,3260,383,200,600,500,0,0,2860,0,531,0,100,0
24_04_2021 08h51min36seg,1929,-1,3360,337,12,600,400,0,0,2710,0,643,0,0,0
24_04_2021 08h51min52seg,1930,-1,3330,332,3,600,400,0,0,2680,0,699,0,0,0
24_04_2021 08h52min11seg,1931,-1,3830,396,25,600,400,0,0,3180,0,671,0,0,0
24_04_2021 08h52min29seg,1932,-1,3535,357,27,600,400,0,0,2885,0,671,0,0,0
24_04_2021 08h52min47seg,1933,-1,3555,362,1,600,400,0,0,2905,0,643,0,0,0
24_04_2021 08h53min04seg,1934,-1,3490,352,23,600,400,0,0,2840,0,643,0,0,0
24_04_2021 08h53min24seg,1935,-1,4195,439,22,600,400,0,0,3545,0,727,0,0,0
24_04_2021 08h53min43seg,1936,-1,3675,374,4,600,400,0,0,3025,0,699,0,0,0
24_04_2021 08h54min02seg,1937,-1,2460,391,4,600,400,0,0,2660,0,167,0,400,0
24_04_2021 08h54min18seg,1938,-1,3085,302,3,600,400,0,0,2435,0,755,0,0,0
24_04_2021 08h54min36seg,1939,-1,3135,317,2,600,400,0,0,2535,0,643,0,0,0
24_04_2021 08h54min55seg,1940,-1,1550,373,216,600,500,0,0,2300,0,0,0,800,0
24_04_2021 08h55min16seg,1941,-1,2170,431,141,600,500,0,0,2820,0,0,0,700,0
24_04_2021 08h55min35seg,1942,-1,2475,404,288,600,500,0,0,2825,0,251,0,600,0
24_04_2021 08h55min56seg,1943,-1,1780,427,198,600,500,0,0,2630,0,0,0,900,0
24_04_2021 08h56min16seg,1944,-1,2420,456,376,600,650,0,0,2670,0,0,0,400,0
24_04_2021 08h56min33seg,1945,-1,3375,338,10,600,400,0,0,2725,0,643,0,0,0
24_04_2021 08h56min52seg,1946,-1,3695,379,18,600,400,0,0,3045,0,671,0,0,0
24_04_2021 08h57min12seg,1947,-1,4135,433,22,600,400,0,0,3485,0,755,0,0,0
24_04_2021 08h57min30seg,1948,-1,3335,335,7,600,400,0,0,2685,0,643,0,0,0
24_04_2021 08h57min46seg,1949,-1,3220,328,20,600,400,0,0,2620,0,643,0,0,0
24_04_2021 08h58min04seg,1950,-1,3480,352,19,600,400,0,0,2830,0,671,0,0,0
24_04_2021 08h58min22seg,1951,-1,2930,362,55,600,500,0,0,2730,0,475,0,300,0
24_04_2021 08h58min44seg,1952,-1,2150,964,1694,600,800,0,0,2200,0,0,0,400,0
24_04_2021 08h59min05seg,1953,-1,2960,813,376,600,800,0,0,2910,0,0,0,400,0
24_04_2021 08h59min26seg,1954,-1,2185,704,919,600,800,0,0,2235,0,0,0,400,0
24_04_2021 08h59min44seg,1955,-1,3240,370,234,600,500,0,0,2740,0,671,0,100,0
24_04_2021 09h00min05seg,1956,-1,3135,406,336,600,500,0,0,3185,0,0,0,100,0
24_04_2021 09h00min25seg,1957,-1,2570,410,668,750,650,0,0,2570,0,0,0,550,0
24_04_2021 09h00min50seg,1958,-1,3040,840,751,600,800,0,0,3290,0,0,0,400,0
24_04_2021 09h01min06seg,1959,-1,3165,313,13,600,400,0,0,2515,0,699,0,0,0
24_04_2021 09h01min24seg,1960,-1,3455,348,26,600,400,0,0,2805,0,671,0,0,0
24_04_2021 09h01min41seg,1961,-1,2490,368,13,600,500,0,0,2540,0,27,0,100,0
24_04_2021 09h02min01seg,1962,-1,3975,411,30,600,400,0,0,3325,0,727,0,0,0
24_04_2021 09h02min18seg,1963,-1,3030,298,19,600,400,0,0,2380,0,671,0,0,0
24_04_2021 09h02min35seg,1964,-1,3420,345,28,600,400,0,0,2770,0,671,0,0,0
24_04_2021 09h02min53seg,1965,-1,3570,363,29,600,400,0,0,2920,0,699,0,0,0
24_04_2021 09h03min11seg,1966,-1,3350,337,12,600,400,0,0,2700,0,699,0,0,0
24_04_2021 09h03min30seg,1967,-1,2200,397,60,600,500,0,0,2750,0,55,0,600,0
24_04_2021 09h03min52seg,1968,-1,2020,1011,905,600,800,0,0,2270,0,0,0,400,0
24_04_2021 09h04min13seg,1969,-1,3070,951,933,600,800,0,0,2870,0,503,0,400,0
24_04_2021 09h04min31seg,1970,-1,3235,330,36,600,400,0,0,2635,0,727,0,0,0
24_04_2021 09h04min52seg,1971,-1,4205,439,21,600,400,0,0,3555,0,671,0,0,0
24_04_2021 09h05min10seg,1972,-1,3725,382,19,600,400,0,0,3075,0,671,0,0,0
24_04_2021 09h05min31seg,1973,-1,4020,419,11,600,400,0,0,3370,0,699,0,0,0
24_04_2021 09h05min50seg,1974,-1,2700,347,275,600,500,0,0,2700,0,0,0,100,0
24_04_2021 09h06min12seg,1975,-1,3245,406,770,600,500,0,0,2995,0,0,0,100,0
24_04_2021 09h06min29seg,1976,-1,2910,327,335,600,500,0,0,2410,0,503,0,100,0
24_04_2021 09h06min45seg,1977,-1,3295,329,6,600,400,0,0,2645,0,615,0,0,0
24_04_2021 09h07min05seg,1978,-1,1885,657,602,600,800,0,0,2135,0,0,0,400,0
24_04_2021 09h07min24seg,1979,-1,3670,375,24,600,400,0,0,3020,0,671,0,0,0
24_04_2021 09h07min43seg,1980,-1,3020,387,303,600,500,0,0,2870,0,587,0,400,0
24_04_2021 09h08min05seg,1981,-1,2930,630,424,700,800,0,0,3180,0,363,0,500,0
24_04_2021 09h08min25seg,1982,-1,4250,450,27,600,400,0,0,3650,0,671,0,0,0
24_04_2021 09h08min42seg,1983,-1,3370,337,23,600,400,0,0,2720,0,699,0,0,0
24_04_2021 09h09min01seg,1984,-1,3860,399,29,600,400,0,0,3210,0,671,0,0,0
24_04_2021 09h09min18seg,1985,-1,3455,347,6,600,400,0,0,2805,0,727,0,0,0
24_04_2021 09h09min35seg,1986,-1,3010,334,15,600,400,0,0,2560,0,475,0,0,0
24_04_2021 09h09min53seg,1987,-1,3510,357,30,600,400,0,0,2860,0,727,0,0,0
24_04_2021 09h10min10seg,1988,-1,3435,347,10,600,400,0,0,2785,0,671,0,0,0
24_04_2021 09h10min28seg,1989,-1,3290,368,6,600,400,0,0,2890,0,447,0,0,0
24_04_2021 09h10min47seg,1990,-1,4100,427,18,600,400,0,0,3450,0,671,0,0,0
24_04_2021 09h11min05seg,1991,-1,3710,378,25,600,400,0,0,3060,0,671,0,0,0
24_04_2021 09h11min21seg,1992,-1,3010,295,21,600,400,0,0,2360,0,671,0,0,0
