time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene
24_04_2021 03h17min44seg,858,-1,3520,356,8,600,400,0,0,2870,0,699,0,0,0
24_04_2021 03h18min04seg,859,-1,2915,380,346,600,500,0,0,2865,0,0,0,100,0
24_04_2021 03h18min23seg,860,-1,3455,346,14,600,400,0,0,2805,0,727,0,0,0
24_04_2021 03h18min43seg,861,-1,3575,361,12,600,400,0,0,2925,0,671,0,0,0
24_04_2021 03h19min03seg,862,-1,3750,413,0,600,400,0,0,3250,0,615,0,100,0
24_04_2021 03h19min25seg,863,-1,2160,493,547,600,650,0,0,2460,0,0,0,400,0
24_04_2021 03h19min49seg,864,-1,3120,318,33,600,400,0,0,2520,0,615,0,0,0
24_04_2021 03h20min15seg,865,-1,3395,343,16,600,400,0,0,2745,0,727,0,0,0
24_04_2021 03h20min38seg,866,-1,3295,481,50,600,500,0,0,3445,0,27,0,200,0
24_04_2021 03h20min56seg,867,-1,3140,360,209,600,500,0,0,2640,0,615,0,100,0
24_04_2021 03h21min14seg,868,-1,2345,309,171,600,500,0,0,2145,0,307,0,100,0
24_04_2021 03h21min35seg,869,-1,3850,449,337,600,500,0,0,3350,0,671,0,100,0
24_04_2021 03h21min52seg,870,-1,3150,311,7,600,400,0,0,2500,0,643,0,0,0
24_04_2021 03h22min10seg,871,-1,3660,374,4,600,400,0,0,3010,0,699,0,0,0
24_04_2021 03h22min29seg,872,-1,3760,387,34,600,400,0,0,3110,0,643,0,0,0
24_04_2021 03h22min47seg,873,-1,1845,362,81,600,500,0,0,2395,0,0,0,600,0
24_04_2021 03h23min05seg,874,-1,2260,332,91,600,500,0,0,2260,0,223,0,300,0
24_04_2021 03h23min24seg,875,-1,2580,370,279,600,500,0,0,2630,0,307,0,300,0
24_04_2021 03h23min45seg,876,-1,3515,428,390,600,500,0,0,3165,0,475,0,200,0
24_04_2021 03h24min02seg,877,-1,2090,312,171,600,500,0,0,2140,0,167,0,200,0
24_04_2021 03h24min20seg,878,-1,3345,356,66,600,500,0,0,2795,0,671,0,100,0
24_04_2021 03h24min43seg,879,-1,2745,658,610,600,800,0,0,2845,0,0,0,400,0
24_04_2021 03h25min01seg,880,-1,3710,379,16,600,400,0,0,3060,0,699,0,0,0
24_04_2021 03h25min18seg,881,-1,3280,328,22,600,400,0,0,2630,0,699,0,0,0
24_04_2021 03h25min36seg,882,-1,3180,351,22,600,400,0,0,2680,0,587,0,0,0
24_04_2021 03h25min54seg,883,-1,2640,328,138,600,500,0,0,2440,0,447,0,200,0
24_04_2021 03h26min13seg,884,-1,2485,325,232,600,500,0,0,2535,0,0,0,100,0
24_04_2021 03h26min29seg,885,-1,2995,301,20,600,400,0,0,2395,0,643,0,0,0
24_04_2021 03h26min47seg,886,-1,3405,342,30,600,400,0,0,2755,0,727,0,0,0
24_04_2021 03h27min05seg,887,-1,2920,342,16,600,400,0,0,2670,0,475,0,100,0
24_04_2021 03h27min24seg,888,-1,3350,382,312,600,500,0,0,2850,0,615,0,100,0
24_04_2021 03h27min44seg,889,-1,3425,438,301,600,500,0,0,3175,0,419,0,100,0
24_04_2021 03h28min06seg,890,-1,3395,484,403,600,500,0,0,3495,0,363,0,400,0
24_04_2021 03h28min25seg,891,-1,2440,361,256,600,500,0,0,2590,0,335,0,500,0
24_04_2021 03h28min57seg,892,-1,4085,1361,1609,950,800,600,0,4635,0,0,0,750,0
24_04_2021 03h29min14seg,893,-1,3240,358,15,600,400,0,0,2740,0,531,0,0,0
24_04_2021 03h29min31seg,894,-1,3110,313,18,600,400,0,0,2510,0,699,0,0,0
24_04_2021 03h29min49seg,895,-1,3750,386,3,600,400,0,0,3100,0,643,0,0,0
24_04_2021 03h30min06seg,896,-1,3230,322,13,600,400,0,0,2580,0,671,0,0,0
24_04_2021 03h30min24seg,897,-1,3540,359,7,600,400,0,0,2890,0,699,0,0,0
24_04_2021 03h30min40seg,898,-1,3130,308,9,600,400,0,0,2480,0,643,0,0,0
24_04_2021 03h30min59seg,899,-1,3710,381,30,600,400,0,0,3060,0,699,0,0,0
24_04_2021 03h31min18seg,900,-1,3585,376,15,600,400,0,0,3035,0,643,0,0,0
24_04_2021 03h31min38seg,901,-1,3935,409,21,600,400,0,0,3285,0,671,0,0,0
24_04_2021 03h31min57seg,902,-1,3455,361,20,600,400,0,0,2905,0,643,0,0,0
24_04_2021 03h32min16seg,903,-1,3655,378,30,600,400,0,0,3055,0,699,0,0,0
24_04_2021 03h32min33seg,904,-1,3425,343,17,600,400,0,0,2775,0,727,0,0,0
24_04_2021 03h32min52seg,905,-1,3790,396,34,600,400,0,0,3190,0,699,0,0,0
24_04_2021 03h33min09seg,906,-1,3290,327,31,600,400,0,0,2640,0,699,0,0,0
24_04_2021 03h33min25seg,907,-1,3255,325,22,600,400,0,0,2605,0,671,0,0,0
24_04_2021 03h33min44seg,908,-1,2720,375,150,600,500,0,0,2670,0,447,0,400,0
24_04_2021 03h34min02seg,909,-1,3430,345,33,600,400,0,0,2780,0,671,0,0,0
24_04_2021 03h34min20seg,910,-1,3260,351,157,600,500,0,0,2710,0,755,0,100,0
24_04_2021 03h34min38seg,911,-1,3225,320,3,600,400,0,0,2575,0,699,0,0,0
24_04_2021 03h34min55seg,912,-1,3155,314,7,600,400,0,0,2505,0,671,0,0,0
24_04_2021 03h35min14seg,913,-1,2420,383,88,600,500,0,0,2620,0,279,0,500,0
24_04_2021 03h35min33seg,914,-1,3760,388,21,600,400,0,0,3110,0,699,0,0,0
24_04_2021 03h35min49seg,915,-1,3005,294,35,600,400,0,0,2355,0,671,0,0,0
24_04_2021 03h36min06seg,916,-1,3270,326,9,600,400,0,0,2620,0,699,0,0,0
24_04_2021 03h36min23seg,917,-1,3310,329,1,600,400,0,0,2660,0,727,0,0,0
24_04_2021 03h36min40seg,918,-1,3205,317,6,600,400,0,0,2555,0,699,0,0,0
24_04_2021 03h36min58seg,919,-1,3730,382,14,600,400,0,0,3080,0,699,0,0,0
24_04_2021 03h37min17seg,920,-1,3510,382,15,600,400,0,0,3010,0,503,0,0,0
24_04_2021 03h37min35seg,921,-1,3290,358,13,600,400,0,0,2790,0,531,0,0,0
24_04_2021 03h37min53seg,922,-1,3630,389,0,600,400,0,0,3080,0,559,0,0,0
24_04_2021 03h38min10seg,923,-1,3490,354,30,600,400,0,0,2840,0,643,0,0,0
24_04_2021 03h38min28seg,924,-1,3570,364,22,600,400,0,0,2920,0,727,0,0,0
24_04_2021 03h38min46seg,925,-1,3535,358,18,600,400,0,0,2885,0,671,0,0,0
24_04_2021 03h39min04seg,926,-1,3440,349,20,600,400,0,0,2790,0,671,0,0,0
24_04_2021 03h39min22seg,927,-1,3370,366,25,600,400,0,0,2870,0,531,0,0,0
24_04_2021 03h39min40seg,928,-1,3625,370,13,600,400,0,0,2975,0,699,0,0,0
24_04_2021 03h39min57seg,929,-1,3100,306,32,600,400,0,0,2450,0,699,0,0,0
24_04_2021 03h40min13seg,930,-1,3255,325,19,600,400,0,0,2605,0,671,0,0,0
24_04_2021 03h40min33seg,931,-1,2555,424,0,600,400,0,0,3005,0,27,0,500,0
24_04_2021 03h40min50seg,932,-1,3335,333,30,600,400,0,0,2685,0,727,0,0,0
24_04_2021 03h41min08seg,933,-1,3645,372,25,600,400,0,0,2995,0,671,0,0,0
24_04_2021 03h41min27seg,934,-1,3435,394,212,600,500,0,0,2935,0,615,0,100,0
24_04_2021 03h41min45seg,935,-1,2945,334,203,600,500,0,0,2495,0,363,0,100,0
24_04_2021 03h42min03seg,936,-1,3055,371,330,600,600,0,0,2755,0,419,0,300,0
24_04_2021 03h42min22seg,937,-1,3165,363,210,600,500,0,0,2665,0,671,0,100,0
24_04_2021 03h42min39seg,938,-1,3320,332,2,600,400,0,0,2670,0,699,0,0,0
24_04_2021 03h43min00seg,939,-1,4555,485,0,600,400,0,0,3905,0,699,0,0,0
24_04_2021 03h43min19seg,940,-1,2455,373,49,600,500,0,0,2655,0,391,0,600,0
24_04_2021 03h43min38seg,941,-1,3715,380,10,600,400,0,0,3065,0,699,0,0,0
24_04_2021 03h43min56seg,942,-1,3705,378,28,600,400,0,0,3055,0,699,0,0,0
24_04_2021 03h44min13seg,943,-1,3250,323,9,600,400,0,0,2600,0,671,0,0,0
24_04_2021 03h44min31seg,944,-1,3410,343,15,600,400,0,0,2760,0,727,0,0,0
24_04_2021 03h44min51seg,945,-1,2980,382,585,600,500,0,0,2880,0,0,0,100,0
24_04_2021 03h45min11seg,946,-1,3185,411,278,600,500,0,0,2935,0,363,0,100,0
24_04_2021 03h45min30seg,947,-1,3775,387,30,600,400,0,0,3125,0,699,0,0,0
24_04_2021 03h45min47seg,948,-1,3255,323,0,600,400,0,0,2605,0,699,0,0,0
24_04_2021 03h46min04seg,949,-1,3155,318,27,600,400,0,0,2555,0,615,0,0,0
24_04_2021 03h46min21seg,950,-1,3225,321,32,600,400,0,0,2575,0,671,0,0,0
24_04_2021 03h46min36seg,951,-1,2940,287,9,600,400,0,0,2290,0,671,0,0,0
24_04_2021 03h46min53seg,952,-1,3270,325,14,600,400,0,0,2620,0,671,0,0,0
24_04_2021 03h47min11seg,953,-1,3375,354,21,600,400,0,0,2825,0,643,0,0,0
24_04_2021 03h47min29seg,954,-1,3550,360,31,600,400,0,0,2900,0,699,0,0,0
24_04_2021 03h47min46seg,955,-1,3180,344,0,600,400,0,0,2730,0,475,0,0,0
24_04_2021 03h48min06seg,956,-1,2575,389,103,600,500,0,0,2625,0,0,0,100,0
24_04_2021 03h48min31seg,957,-1,2380,1232,1151,600,800,0,0,3030,0,0,0,700,0
24_04_2021 03h48min49seg,958,-1,3535,358,17,600,400,0,0,2885,0,671,0,0,0
24_04_2021 03h49min12seg,959,-1,1540,927,1094,600,800,0,0,2290,0,0,0,800,0
24_04_2021 03h49min30seg,960,-1,3050,334,112,600,500,0,0,2550,0,643,0,100,0
24_04_2021 03h49min49seg,961,-1,3340,383,2,600,400,0,0,2990,0,419,0,0,0
24_04_2021 03h50min09seg,962,-1,2990,428,334,600,500,0,0,3090,0,335,0,400,0
24_04_2021 03h50min30seg,963,-1,4210,442,15,600,400,0,0,3560,0,699,0,0,0
24_04_2021 03h50min47seg,964,-1,3200,327,31,600,400,0,0,2600,0,643,0,0,0
24_04_2021 03h51min03seg,965,-1,3055,300,30,600,400,0,0,2405,0,671,0,0,0
24_04_2021 03h51min21seg,966,-1,3710,378,26,600,400,0,0,3060,0,671,0,0,0
24_04_2021 03h51min41seg,967,-1,2255,405,191,600,500,0,0,2755,0,111,0,600,0
24_04_2021 03h52min03seg,968,-1,2140,908,1096,600,800,0,0,2440,0,0,0,400,0
24_04_2021 03h52min23seg,969,-1,2390,383,248,600,500,0,0,2440,0,0,0,100,0
24_04_2021 03h52min43seg,970,-1,4165,435,33,600,400,0,0,3515,0,699,0,0,0
24_04_2021 03h53min02seg,971,-1,3775,387,33,600,400,0,0,3125,0,699,0,0,0
24_04_2021 03h53min18seg,972,-1,3130,309,27,600,400,0,0,2480,0,727,0,0,0
24_04_2021 03h53min36seg,973,-1,3460,356,2,600,400,0,0,2860,0,615,0,0,0
24_04_2021 03h53min54seg,974,-1,3560,361,15,600,400,0,0,2910,0,671,0,0,0
24_04_2021 03h54min14seg,975,-1,3845,395,4,600,400,0,0,3195,0,643,0,0,0
24_04_2021 03h54min33seg,976,-1,3325,332,11,600,400,0,0,2675,0,671,0,0,0
24_04_2021 03h54min49seg,977,-1,3205,317,1,600,400,0,0,2555,0,671,0,0,0
24_04_2021 03h55min07seg,978,-1,3580,364,12,600,400,0,0,2930,0,671,0,0,0
24_04_2021 03h55min25seg,979,-1,3105,319,21,600,400,0,0,2505,0,615,0,0,0
24_04_2021 03h55min42seg,980,-1,3575,364,18,600,400,0,0,2925,0,727,0,0,0
24_04_2021 03h56min00seg,981,-1,3280,329,10,600,400,0,0,2630,0,699,0,0,0
24_04_2021 03h56min18seg,982,-1,3585,364,20,600,400,0,0,2935,0,699,0,0,0
24_04_2021 03h56min36seg,983,-1,1520,335,150,600,500,0,0,2170,0,27,0,700,0
24_04_2021 03h56min55seg,984,-1,3160,394,237,600,500,0,0,2910,0,475,0,200,0
24_04_2021 03h57min15seg,985,-1,1920,390,279,600,500,0,0,2270,0,0,0,400,0
24_04_2021 03h57min33seg,986,-1,3215,332,9,600,400,0,0,2615,0,615,0,0,0
24_04_2021 03h57min54seg,987,-1,4075,449,126,600,500,0,0,3525,0,699,0,100,0
24_04_2021 03h58min13seg,988,-1,3070,393,233,600,500,0,0,2870,0,531,0,300,0
24_04_2021 03h58min32seg,989,-1,2285,373,91,600,500,0,0,2535,0,55,0,300,0
24_04_2021 03h58min52seg,990,-1,2590,338,604,600,500,0,0,2440,0,0,0,100,0
24_04_2021 03h59min09seg,991,-1,2965,332,37,600,500,0,0,2615,0,531,0,200,0
24_04_2021 03h59min27seg,992,-1,2115,353,220,600,500,0,0,2265,0,0,0,200,0
24_04_2021 03h59min47seg,993,-1,3150,400,240,600,500,0,0,2850,0,503,0,200,0
24_04_2021 04h00min06seg,994,-1,2340,385,41,600,500,0,0,2490,0,0,0,200,0
24_04_2021 04h00min24seg,995,-1,3165,355,17,600,400,0,0,2815,0,531,0,200,0
24_04_2021 04h00min42seg,996,-1,3115,357,278,600,500,0,0,2615,0,391,0,100,0
24_04_2021 04h01min01seg,997,-1,3900,402,29,600,400,0,0,3250,0,671,0,0,0
24_04_2021 04h01min18seg,998,-1,3480,350,6,600,400,0,0,2830,0,727,0,0,0
24_04_2021 04h01min35seg,999,-1,3445,354,24,600,400,0,0,2845,0,587,0,0,0
24_04_2021 04h01min52seg,1000,-1,3135,308,4,600,400,0,0,2485,0,699,0,0,0
24_04_2021 04h02min09seg,1001,-1,3195,318,33,600,400,0,0,2545,0,671,0,0,0
24_04_2021 04h02min27seg,1002,-1,3170,313,12,600,400,0,0,2520,0,727,0,0,0
24_04_2021 04h02min48seg,1003,-1,2800,414,111,600,500,0,0,3100,0,363,0,600,0
24_04_2021 04h03min05seg,1004,-1,1705,331,214,600,500,0,0,2305,0,223,0,800,0
24_04_2021 04h03min25seg,1005,-1,2780,398,297,600,500,0,0,2880,0,167,0,400,0
24_04_2021 04h03min44seg,1006,-1,2015,361,177,600,500,0,0,2415,0,83,0,500,0
24_04_2021 04h04min02seg,1007,-1,2600,333,215,600,500,0,0,2400,0,447,0,200,0
24_04_2021 04h04min20seg,1008,-1,3325,351,61,600,500,0,0,2775,0,699,0,100,0
24_04_2021 04h04min37seg,1009,-1,3160,313,18,600,400,0,0,2510,0,699,0,0,0
24_04_2021 04h04min55seg,1010,-1,3135,310,19,600,400,0,0,2485,0,727,0,0,0
24_04_2021 04h05min18seg,1011,-1,2730,682,426,600,800,0,0,3080,0,0,0,400,0
24_04_2021 04h05min34seg,1012,-1,3205,316,15,600,400,0,0,2555,0,727,0,0,0
24_04_2021 04h05min53seg,1013,-1,3695,378,25,600,400,0,0,3045,0,699,0,0,0
24_04_2021 04h06min14seg,1014,-1,4230,453,26,600,400,0,0,3630,0,643,0,0,0
24_04_2021 04h06min32seg,1015,-1,3680,392,0,600,400,0,0,3130,0,559,0,0,0
24_04_2021 04h06min51seg,1016,-1,3725,383,1,600,400,0,0,3075,0,671,0,0,0
24_04_2021 04h07min10seg,1017,-1,3330,382,309,600,500,0,0,2830,0,671,0,100,0
24_04_2021 04h07min28seg,1018,-1,3105,350,22,600,500,0,0,2705,0,615,0,100,0
24_04_2021 04h07min46seg,1019,-1,3410,377,8,600,400,0,0,2910,0,475,0,0,0
24_04_2021 04h08min08seg,1020,-1,4195,470,253,600,500,0,0,3645,0,643,0,100,0
24_04_2021 04h08min27seg,1021,-1,1560,356,101,600,500,0,0,2360,0,83,0,900,0
24_04_2021 04h08min44seg,1022,-1,3235,350,141,600,500,0,0,2685,0,699,0,100,0
24_04_2021 04h09min02seg,1023,-1,3335,335,11,600,400,0,0,2685,0,699,0,0,0
24_04_2021 04h09min21seg,1024,-1,3455,363,25,600,500,0,0,2905,0,699,0,100,0
24_04_2021 04h09min41seg,1025,-1,4135,444,24,600,400,0,0,3585,0,671,0,0,0
24_04_2021 04h09min58seg,1026,-1,3260,325,13,600,400,0,0,2610,0,699,0,0,0
24_04_2021 04h10min17seg,1027,-1,3385,359,7,600,400,0,0,2835,0,559,0,0,0
24_04_2021 04h10min34seg,1028,-1,3325,331,21,600,400,0,0,2675,0,671,0,0,0
24_04_2021 04h10min52seg,1029,-1,3755,385,22,600,400,0,0,3105,0,699,0,0,0
24_04_2021 04h11min12seg,1030,-1,4065,424,22,600,400,0,0,3415,0,671,0,0,0
24_04_2021 04h11min30seg,1031,-1,3395,371,0,600,400,0,0,2895,0,531,0,0,0
24_04_2021 04h11min47seg,1032,-1,3140,338,8,600,400,0,0,2590,0,531,0,0,0
24_04_2021 04h12min06seg,1033,-1,3820,393,33,600,400,0,0,3170,0,615,0,0,0
24_04_2021 04h12min25seg,1034,-1,2475,387,255,600,500,0,0,2525,0,0,0,100,0
24_04_2021 04h12min42seg,1035,-1,3380,346,13,600,400,0,0,2780,0,671,0,0,0
24_04_2021 04h13min05seg,1036,-1,2880,969,1433,600,800,0,0,2730,0,363,0,400,0
24_04_2021 04h13min24seg,1037,-1,4035,418,19,600,400,0,0,3385,0,755,0,0,0
24_04_2021 04h13min42seg,1038,-1,3525,359,11,600,400,0,0,2875,0,671,0,0,0
24_04_2021 04h14min03seg,1039,-1,2410,904,1338,600,800,0,0,2310,0,307,0,400,0
24_04_2021 04h14min23seg,1040,-1,4280,457,14,600,400,0,0,3680,0,615,0,0,0
24_04_2021 04h14min43seg,1041,-1,3445,348,34,600,400,0,0,2795,0,699,0,0,0
24_04_2021 04h15min02seg,1042,-1,3640,370,18,600,400,0,0,2990,0,699,0,0,0
24_04_2021 04h15min19seg,1043,-1,3265,325,21,600,400,0,0,2615,0,671,0,0,0
24_04_2021 04h15min39seg,1044,-1,2545,425,61,600,500,0,0,2595,0,0,0,100,0
24_04_2021 04h15min57seg,1045,-1,3395,340,12,600,400,0,0,2745,0,699,0,0,0
24_04_2021 04h16min15seg,1046,-1,3420,350,7,600,400,0,0,2820,0,671,0,0,0
24_04_2021 04h16min35seg,1047,-1,2160,416,86,600,500,0,0,2810,0,27,0,700,0
24_04_2021 04h16min56seg,1048,-1,3185,435,302,600,500,0,0,3135,0,335,0,300,0
24_04_2021 04h17min20seg,1049,-1,2485,807,786,600,800,0,0,2785,0,0,0,400,0
24_04_2021 04h17min38seg,1050,-1,2925,355,309,600,500,0,0,2525,0,503,0,100,0
24_04_2021 04h17min55seg,1051,-1,3315,331,18,600,400,0,0,2665,0,671,0,0,0
24_04_2021 04h18min14seg,1052,-1,2390,368,31,600,500,0,0,2740,0,223,0,600,0
24_04_2021 04h18min34seg,1053,-1,3360,412,593,600,500,0,0,3060,0,0,0,100,0
24_04_2021 04h18min53seg,1054,-1,2335,345,244,600,500,0,0,2385,0,307,0,400,0
24_04_2021 04h19min15seg,1055,-1,3385,459,629,600,500,0,0,3385,0,0,0,100,0
24_04_2021 04h19min33seg,1056,-1,3225,334,13,600,400,0,0,2675,0,587,0,0,0
24_04_2021 04h19min52seg,1057,-1,3990,420,29,600,400,0,0,3390,0,587,0,0,0
24_04_2021 04h20min09seg,1058,-1,3190,315,28,600,400,0,0,2540,0,643,0,0,0
24_04_2021 04h20min28seg,1059,-1,3940,408,33,600,400,0,0,3290,0,699,0,0,0
24_04_2021 04h20min45seg,1060,-1,3340,335,3,600,400,0,0,2690,0,671,0,0,0
24_04_2021 04h21min03seg,1061,-1,1630,366,0,600,400,0,0,2380,0,0,0,800,0
24_04_2021 04h21min22seg,1062,-1,3190,368,8,600,500,0,0,2840,0,531,0,200,0
24_04_2021 04h21min42seg,1063,-1,3875,400,22,600,400,0,0,3225,0,671,0,0,0
24_04_2021 04h21min59seg,1064,-1,2235,326,1,600,400,0,0,2435,0,335,0,500,0
24_04_2021 04h22min18seg,1065,-1,3175,383,211,600,500,0,0,2825,0,559,0,200,0
24_04_2021 04h22min36seg,1066,-1,2680,353,151,600,500,0,0,2580,0,503,0,400,0
24_04_2021 04h22min55seg,1067,-1,3770,388,12,600,400,0,0,3120,0,671,0,0,0
24_04_2021 04h23min11seg,1068,-1,3085,303,0,600,400,0,0,2435,0,727,0,0,0
24_04_2021 04h23min29seg,1069,-1,3320,332,3,600,400,0,0,2670,0,699,0,0,0
24_04_2021 04h23min45seg,1070,-1,3270,332,3,600,400,0,0,2670,0,671,0,0,0
24_04_2021 04h24min02seg,1071,-1,3160,327,28,600,400,0,0,2560,0,615,0,0,0
24_04_2021 04h24min20seg,1072,-1,3525,372,26,600,400,0,0,2975,0,587,0,0,0
24_04_2021 04h24min41seg,1073,-1,3860,424,17,600,400,0,0,3310,0,615,0,0,0
24_04_2021 04h25min00seg,1074,-1,3890,402,28,600,400,0,0,3240,0,699,0,0,0
24_04_2021 04h25min19seg,1075,-1,3980,412,15,600,400,0,0,3330,0,699,0,0,0
24_04_2021 04h25min37seg,1076,-1,3385,342,28,600,400,0,0,2735,0,671,0,0,0
24_04_2021 04h25min54seg,1077,-1,3420,345,0,600,400,0,0,2770,0,615,0,0,0
24_04_2021 04h26min12seg,1078,-1,3620,369,33,600,400,0,0,2970,0,643,0,0,0
24_04_2021 04h26min31seg,1079,-1,3750,386,9,600,400,0,0,3100,0,699,0,0,0
24_04_2021 04h26min48seg,1080,-1,3590,366,27,600,400,0,0,2940,0,699,0,0,0
24_04_2021 04h27min05seg,1081,-1,3085,303,28,600,400,0,0,2435,0,699,0,0,0
24_04_2021 04h27min22seg,1082,-1,3360,337,21,600,400,0,0,2710,0,643,0,0,0
24_04_2021 04h27min39seg,1083,-1,3390,339,31,600,400,0,0,2740,0,699,0,0,0
24_04_2021 04h27min56seg,1084,-1,3275,327,34,600,400,0,0,2625,0,699,0,0,0
24_04_2021 04h28min13seg,1085,-1,3420,343,21,600,400,0,0,2770,0,699,0,0,0
24_04_2021 04h28min33seg,1086,-1,4075,423,27,600,400,0,0,3425,0,699,0,0,0
24_04_2021 04h28min51seg,1087,-1,3510,356,3,600,400,0,0,2860,0,699,0,0,0
24_04_2021 04h29min09seg,1088,-1,3675,374,3,600,400,0,0,3025,0,671,0,0,0
24_04_2021 04h29min28seg,1089,-1,2555,381,160,600,500,0,0,2705,0,111,0,200,0
24_04_2021 04h29min45seg,1090,-1,1855,312,213,600,500,0,0,2205,0,167,0,600,0
24_04_2021 04h30min08seg,1091,-1,3230,425,578,600,500,0,0,3280,0,0,0,100,0
24_04_2021 04h30min26seg,1092,-1,3695,377,2,600,400,0,0,3045,0,727,0,0,0
24_04_2021 04h30min44seg,1093,-1,3360,361,19,600,400,0,0,2860,0,615,0,0,0
24_04_2021 04h31min01seg,1094,-1,3245,323,4,600,400,0,0,2595,0,727,0,0,0
24_04_2021 04h31min18seg,1095,-1,3165,315,31,600,400,0,0,2515,0,643,0,0,0
24_04_2021 04h31min35seg,1096,-1,3420,346,23,600,400,0,0,2770,0,615,0,0,0
24_04_2021 04h31min51seg,1097,-1,3230,320,10,600,400,0,0,2580,0,727,0,0,0
24_04_2021 04h32min10seg,1098,-1,3630,370,24,600,400,0,0,2980,0,671,0,0,0
24_04_2021 04h32min29seg,1099,-1,4040,419,5,600,400,0,0,3390,0,671,0,0,0
24_04_2021 04h32min45seg,1100,-1,3075,303,31,600,400,0,0,2425,0,727,0,0,0
24_04_2021 04h33min03seg,1101,-1,3505,354,28,600,400,0,0,2855,0,671,0,0,0
24_04_2021 04h33min22seg,1102,-1,3480,352,20,600,400,0,0,2830,0,671,0,0,0
24_04_2021 04h33min39seg,1103,-1,3490,353,4,600,400,0,0,2840,0,699,0,0,0
24_04_2021 04h33min56seg,1104,-1,3180,316,23,600,400,0,0,2530,0,699,0,0,0
24_04_2021 04h34min13seg,1105,-1,3300,330,36,600,400,0,0,2650,0,727,0,0,0
24_04_2021 04h34min30seg,1106,-1,3395,342,33,600,400,0,0,2745,0,671,0,0,0
24_04_2021 04h34min51seg,1107,-1,3725,382,21,600,400,0,0,3075,0,671,0,0,0
24_04_2021 04h35min11seg,1108,-1,2035,427,0,600,400,0,0,2785,0,0,0,800,0
24_04_2021 04h35min31seg,1109,-1,2270,820,853,600,800,0,0,2370,0,419,0,600,0
24_04_2021 04h35min51seg,1110,-1,2860,387,315,600,500,0,0,2660,0,0,0,100,0
24_04_2021 04h36min11seg,1111,-1,2335,416,274,600,500,0,0,2835,0,111,0,600,0
24_04_2021 04h36min34seg,1112,-1,1840,938,874,600,800,0,0,2440,0,55,0,700,0
24_04_2021 04h36min51seg,1113,-1,3345,336,27,600,400,0,0,2695,0,699,0,0,0
24_04_2021 04h37min10seg,1114,-1,2595,363,195,600,500,0,0,2545,0,419,0,400,0
24_04_2021 04h37min29seg,1115,-1,3865,418,13,600,400,0,0,3315,0,587,0,0,0
24_04_2021 04h37min48seg,1116,-1,3875,401,3,600,400,0,0,3225,0,699,0,0,0
24_04_2021 04h38min04seg,1117,-1,3200,319,15,600,400,0,0,2550,0,699,0,0,0
24_04_2021 04h38min24seg,1118,-1,3905,405,26,600,400,0,0,3255,0,727,0,0,0
24_04_2021 04h38min45seg,1119,-1,4475,472,23,600,400,0,0,3825,0,699,0,0,0
24_04_2021 04h39min00seg,1120,-1,3030,298,15,600,400,0,0,2380,0,699,0,0,0
24_04_2021 04h39min18seg,1121,-1,3390,367,16,600,400,0,0,2890,0,587,0,0,0
24_04_2021 04h39min37seg,1122,-1,3550,376,17,600,400,0,0,3000,0,643,0,0,0
24_04_2021 04h39min59seg,1123,-1,4410,512,113,600,500,0,0,3910,0,615,0,100,0
24_04_2021 04h40min20seg,1124,-1,2895,439,304,600,500,0,0,3145,0,335,0,600,0
24_04_2021 04h40min38seg,1125,-1,2325,384,331,600,500,0,0,2325,0,0,0,100,0
24_04_2021 04h40min56seg,1126,-1,3455,347,5,600,400,0,0,2805,0,699,0,0,0
24_04_2021 04h41min15seg,1127,-1,3245,374,392,600,500,0,0,2795,0,83,0,100,0
24_04_2021 04h41min33seg,1128,-1,2165,388,164,600,500,0,0,2415,0,0,0,300,0
24_04_2021 04h41min52seg,1129,-1,3180,359,204,600,500,0,0,2680,0,615,0,100,0
24_04_2021 04h42min08seg,1130,-1,2890,303,23,600,400,0,0,2390,0,587,0,0,0
24_04_2021 04h42min26seg,1131,-1,3305,380,202,600,500,0,0,2805,0,615,0,100,0
24_04_2021 04h42min44seg,1132,-1,3725,382,22,600,400,0,0,3075,0,671,0,0,0
24_04_2021 04h43min01seg,1133,-1,3155,314,10,600,400,0,0,2505,0,699,0,0,0
24_04_2021 04h43min19seg,1134,-1,3570,363,27,600,400,0,0,2920,0,727,0,0,0
24_04_2021 04h43min37seg,1135,-1,3440,348,0,600,400,0,0,2790,0,671,0,0,0
24_04_2021 04h43min54seg,1136,-1,3355,336,28,600,400,0,0,2705,0,699,0,0,0
24_04_2021 04h44min16seg,1137,-1,2675,559,390,600,650,0,0,2925,0,0,0,400,0
24_04_2021 04h44min38seg,1138,-1,4700,500,9,600,400,0,0,4050,0,727,0,0,0
24_04_2021 04h44min57seg,1139,-1,3625,375,33,600,400,0,0,3025,0,643,0,0,0
24_04_2021 04h45min14seg,1140,-1,3335,333,28,600,400,0,0,2685,0,727,0,0,0
24_04_2021 04h45min38seg,1141,-1,2585,519,196,600,500,0,0,3385,0,0,0,850,0
24_04_2021 04h45min56seg,1142,-1,2980,333,23,600,400,0,0,2630,0,503,0,100,0
24_04_2021 04h46min14seg,1143,-1,3605,366,28,600,400,0,0,2955,0,727,0,0,0
