time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,StepsInEpisode
27_04_2021 02h24min05seg,1067,-1,5469,531,635,900,775,0,0,4880,464,0,0,675,0,10720
27_04_2021 02h24min35seg,1068,-1,5060,347,1282,1100,700,0,0,4710,0,0,0,800,0,8980
27_04_2021 02h25min05seg,1069,-1,5361,600,220,650,575,0,0,4670,316,0,0,325,0,10200
27_04_2021 02h25min33seg,1070,-1,3965,680,970,600,850,0,0,3765,0,0,0,450,0,9080
27_04_2021 02h26min06seg,1071,-1,4600,649,453,600,700,0,0,4900,0,0,0,750,0,11000
27_04_2021 02h26min38seg,1072,-1,4570,633,456,600,775,0,0,4815,180,0,0,875,0,10780
27_04_2021 02h27min11seg,1073,-1,4974,505,1389,950,775,0,0,4295,404,0,0,725,0,10540
27_04_2021 02h27min43seg,1074,-1,5400,653,364,600,775,0,0,5200,0,0,0,450,0,11040
27_04_2021 02h28min09seg,1075,-1,3435,506,93,600,600,0,0,4035,0,0,0,650,0,8880
27_04_2021 02h28min33seg,1076,-1,4080,457,252,600,475,0,0,3405,300,0,0,275,0,7720
27_04_2021 02h28min56seg,1077,-1,4730,504,9,600,400,0,0,4080,0,727,0,0,0,8080
27_04_2021 02h29min22seg,1078,-1,4499,512,211,600,475,0,0,4060,64,0,0,75,0,8680
27_04_2021 02h29min56seg,1079,-1,5315,652,595,600,775,0,0,4800,240,0,0,375,0,11000
27_04_2021 02h30min20seg,1080,-1,4730,505,8,600,400,0,0,4080,0,643,0,0,0,8100
27_04_2021 02h30min50seg,1081,-1,6090,621,0,650,400,0,0,5440,0,727,0,50,0,10220
27_04_2021 02h31min14seg,1082,-1,5410,441,6,750,400,0,0,4760,0,839,0,150,0,7880
27_04_2021 02h32min38seg,1083,-1,5725,2844,3231,3450,1150,3025,0,9025,0,0,0,3750,0,23680
27_04_2021 02h33min05seg,1084,-1,4671,452,336,750,575,0,0,3860,336,0,0,325,0,8580
27_04_2021 02h33min30seg,1085,-1,4985,502,7,650,400,0,0,4485,0,643,0,50,0,8320
27_04_2021 02h33min56seg,1086,-1,4340,510,427,600,700,0,0,3990,0,0,0,300,0,8660
27_04_2021 02h34min28seg,1087,-1,2940,654,1706,650,1000,0,0,3440,0,0,0,800,0,10220
27_04_2021 02h34min53seg,1088,-1,5180,465,14,700,400,0,0,4530,0,783,0,100,0,8000
27_04_2021 02h35min16seg,1089,-1,4665,495,12,600,400,0,0,4015,0,699,0,0,0,7940
27_04_2021 02h35min45seg,1090,-1,3926,507,169,700,775,0,0,4085,316,0,0,625,0,9360
27_04_2021 02h36min14seg,1091,-1,4130,737,1480,850,850,0,0,3980,0,0,0,700,0,9160
27_04_2021 02h36min42seg,1092,-1,3695,467,711,700,700,0,0,4395,0,0,0,800,0,8960
27_04_2021 02h37min13seg,1093,-1,6965,594,9,750,400,0,0,6315,0,867,0,150,0,10340
27_04_2021 02h37min37seg,1094,-1,4825,516,9,600,400,0,0,4175,0,699,0,0,0,8280
27_04_2021 02h38min13seg,1095,-1,5101,797,1552,1200,975,0,0,5060,416,0,0,1175,0,11800
27_04_2021 02h38min39seg,1096,-1,5270,435,10,800,400,0,0,4770,0,699,0,200,0,8260
27_04_2021 02h39min09seg,1097,-1,6075,608,0,650,400,0,0,5425,0,727,0,50,0,10000
27_04_2021 02h39min41seg,1098,-1,6715,595,1,750,400,0,0,6065,0,811,0,150,0,10340
27_04_2021 02h40min06seg,1099,-1,4950,438,15,750,400,0,0,4300,0,839,0,150,0,7840
27_04_2021 02h40min33seg,1100,-1,4770,444,655,750,700,0,0,4470,0,0,0,450,0,8480
27_04_2021 02h40min58seg,1101,-1,5150,457,1,750,400,0,0,4500,0,895,0,150,0,8140
27_04_2021 02h41min30seg,1102,-1,5285,642,590,600,700,0,0,4935,0,0,0,300,0,10680
27_04_2021 02h41min58seg,1103,-1,5650,616,11,600,400,0,0,5000,0,727,0,0,0,9880
27_04_2021 02h42min29seg,1104,-1,6217,580,113,750,475,0,0,5450,192,307,22,225,0,10260
27_04_2021 02h43min00seg,1105,-1,5405,658,613,600,600,0,0,5005,0,0,0,200,0,10820
27_04_2021 02h43min25seg,1106,-1,4900,523,4,600,400,0,0,4250,0,643,0,0,0,8380
27_04_2021 02h43min50seg,1107,-1,5185,466,0,750,400,0,0,4535,0,867,0,150,0,8280
27_04_2021 02h44min15seg,1108,-1,5545,459,11,750,400,0,0,4895,0,867,0,150,0,8180
27_04_2021 02h44min39seg,1109,-1,5460,442,0,750,400,0,0,4810,0,839,0,150,0,7900
27_04_2021 02h45min10seg,1110,-1,5778,582,74,750,475,0,0,4905,348,419,0,225,0,10240
27_04_2021 02h45min35seg,1111,-1,5500,470,14,750,400,0,0,4850,0,895,0,150,0,8360
27_04_2021 02h46min03seg,1112,-1,5447,470,155,750,475,0,0,4760,112,167,22,225,0,8540
27_04_2021 02h46min33seg,1113,-1,5528,601,120,650,475,0,0,4785,268,0,0,125,0,10260
27_04_2021 02h47min00seg,1114,-1,4816,450,236,750,475,0,0,4685,56,0,0,225,0,8560
27_04_2021 02h47min33seg,1115,-1,5705,597,100,750,700,0,0,6105,0,0,0,600,0,10740
27_04_2021 02h47min57seg,1116,-1,4665,495,14,600,400,0,0,4015,0,699,0,0,0,7940
27_04_2021 02h48min21seg,1117,-1,4880,521,14,600,400,0,0,4230,0,699,0,0,0,8360
27_04_2021 02h48min52seg,1118,-1,6760,591,6,750,400,0,0,6110,0,839,0,150,0,10280
27_04_2021 02h49min23seg,1119,-1,5735,659,148,600,475,0,0,5270,40,0,0,75,0,10880
27_04_2021 02h49min55seg,1120,-1,5912,592,132,750,475,0,0,4945,392,307,22,225,0,10460
27_04_2021 02h50min25seg,1121,-1,4879,473,998,750,775,0,0,4460,344,0,0,675,0,9460
27_04_2021 02h51min18seg,1122,-1,8970,829,152,900,675,0,0,8505,140,83,0,575,0,15140
27_04_2021 02h51min55seg,1123,-1,3912,1113,1645,650,1225,0,0,4625,112,0,0,975,0,11920
27_04_2021 02h52min59seg,1124,-1,5000,1891,3475,2100,1150,875,0,6800,0,0,0,2250,0,19060
27_04_2021 02h53min27seg,1125,-1,5566,471,158,750,475,0,0,4895,96,139,0,225,0,8560
27_04_2021 02h53min52seg,1126,-1,4835,527,105,600,475,0,0,4160,100,251,22,75,0,8620
27_04_2021 02h54min17seg,1127,-1,4641,443,157,750,475,0,0,3970,96,195,0,225,0,8120
27_04_2021 02h54min49seg,1128,-1,6825,600,16,750,400,0,0,6225,0,811,0,150,0,10440
27_04_2021 02h55min17seg,1129,-1,4247,376,1129,950,775,0,0,3940,32,0,0,725,0,8660
27_04_2021 02h55min40seg,1130,-1,4615,493,9,600,400,0,0,3965,0,699,0,0,0,7900
27_04_2021 02h56min05seg,1131,-1,4885,523,6,600,400,0,0,4235,0,699,0,0,0,8380
27_04_2021 02h56min31seg,1132,-1,5108,460,176,750,475,0,0,4365,168,139,0,225,0,8400
27_04_2021 02h57min02seg,1133,-1,6556,594,121,750,475,0,0,5545,436,335,22,225,0,10480
27_04_2021 02h57min33seg,1134,-1,2360,1511,2996,600,1050,0,0,2510,0,0,0,650,0,9660
27_04_2021 02h57min58seg,1135,-1,4451,504,160,600,475,0,0,3880,196,0,0,75,0,8460
27_04_2021 02h58min32seg,1136,-1,4610,637,1243,650,700,0,0,4810,0,0,0,500,0,11020
27_04_2021 02h59min05seg,1137,-1,4998,534,581,850,775,0,0,4695,428,0,0,625,0,10720
27_04_2021 02h59min42seg,1138,-1,4315,1570,2355,650,1150,0,0,4415,0,0,0,800,0,11560
27_04_2021 03h00min10seg,1139,-1,2965,509,363,600,700,0,0,3915,0,0,0,1000,0,9120
27_04_2021 03h00min42seg,1140,-1,4905,615,879,600,775,0,0,4310,320,0,0,375,0,10400
27_04_2021 03h01min08seg,1141,-1,4460,503,197,600,475,0,0,3955,80,0,0,75,0,8460
27_04_2021 03h01min45seg,1142,-1,4435,1609,2655,1150,1225,0,0,4010,600,0,0,1375,0,11440
27_04_2021 03h02min22seg,1143,-1,3744,1227,2154,600,1300,0,0,4150,44,0,0,875,25,11980
27_04_2021 03h02min50seg,1144,-1,4024,495,707,600,775,0,0,3475,324,0,0,375,0,8680
27_04_2021 03h03min17seg,1145,-1,4266,514,708,600,775,0,0,3635,356,0,0,375,0,8940
27_04_2021 03h03min41seg,1146,-1,4920,441,8,750,400,0,0,4270,0,839,0,150,0,7880
27_04_2021 03h04min10seg,1147,-1,6045,569,7,750,400,0,0,5395,0,839,0,150,0,9940
27_04_2021 03h04min37seg,1148,-1,4365,520,552,600,700,0,0,4015,0,0,0,300,0,8880
27_04_2021 03h05min27seg,1149,-1,9085,880,13,750,400,0,0,8535,0,587,0,150,0,14920
27_04_2021 03h06min02seg,1150,-1,2430,2031,3857,600,1150,0,0,2730,0,0,0,750,0,11420
27_04_2021 03h06min33seg,1151,-1,5497,641,329,600,675,0,0,5010,112,0,0,275,0,10740
27_04_2021 03h07min07seg,1152,-1,4805,577,697,800,775,0,0,4970,460,0,0,1175,0,11080
27_04_2021 03h07min33seg,1153,-1,3885,514,1155,600,600,0,0,3485,0,0,0,200,0,8600
27_04_2021 03h07min58seg,1154,-1,4448,483,306,650,575,0,0,3935,88,0,0,225,0,8460
27_04_2021 03h08min24seg,1155,-1,4315,502,395,600,700,0,0,3965,0,0,0,300,0,8540
27_04_2021 03h08min58seg,1156,-1,4065,644,615,600,700,0,0,4965,0,0,0,1050,0,11060
27_04_2021 03h09min31seg,1157,-1,3864,2051,1434,600,1175,0,0,3865,124,0,0,725,50,10240
27_04_2021 03h10min57seg,1158,-1,3710,3256,7926,3150,1150,1600,0,6960,0,0,0,3300,0,24660
27_04_2021 03h11min48seg,1159,-1,8040,798,18,1050,500,0,0,7740,0,671,0,550,0,15380
27_04_2021 03h12min18seg,1160,-1,6010,659,9,600,400,0,0,5360,0,671,0,0,0,10560
27_04_2021 03h12min47seg,1161,-1,5905,646,2,600,400,0,0,5255,0,643,0,0,0,10340
27_04_2021 03h13min12seg,1162,-1,4900,525,4,600,400,0,0,4250,0,643,0,0,0,8420
27_04_2021 03h13min37seg,1163,-1,5170,452,2,750,400,0,0,4520,0,783,0,150,0,8060
27_04_2021 03h14min01seg,1164,-1,4740,506,0,600,400,0,0,4090,0,699,0,0,0,8100
27_04_2021 03h14min30seg,1165,-1,4105,496,648,600,700,0,0,3755,0,0,0,300,0,8460
27_04_2021 03h15min01seg,1166,-1,5223,356,1382,1000,775,0,0,4920,228,0,0,925,0,8820
27_04_2021 03h15min33seg,1167,-1,4995,481,153,700,475,0,0,4080,340,111,0,175,0,8440
27_04_2021 03h16min05seg,1168,-1,4840,518,8,600,400,0,0,4190,0,727,0,0,0,8300
27_04_2021 03h16min30seg,1169,-1,4642,503,128,600,475,0,0,3795,272,111,0,75,0,8260
27_04_2021 03h16min55seg,1170,-1,4830,518,0,600,400,0,0,4180,0,643,0,0,0,8300
27_04_2021 03h17min20seg,1171,-1,5225,460,10,750,400,0,0,4575,0,811,0,150,0,8200
27_04_2021 03h17min51seg,1172,-1,6731,581,111,750,475,0,0,5740,416,279,22,225,0,10260
27_04_2021 03h18min22seg,1173,-1,6600,573,12,750,400,0,0,5950,0,811,0,150,0,10000
27_04_2021 03h18min52seg,1174,-1,6475,562,8,800,400,0,0,6025,0,615,0,200,0,10160
27_04_2021 03h19min18seg,1175,-1,5595,457,13,750,400,0,0,4945,0,811,0,150,0,8140
27_04_2021 03h19min51seg,1176,-1,6060,568,463,750,700,0,0,5710,0,0,0,450,0,10300
27_04_2021 03h20min15seg,1177,-1,4965,453,2,750,400,0,0,4315,0,867,0,150,0,8080
27_04_2021 03h20min47seg,1178,-1,5182,628,508,600,775,0,0,4595,312,0,0,375,0,10560
27_04_2021 03h21min17seg,1179,-1,5965,655,9,600,400,0,0,5315,0,699,0,0,0,10500
27_04_2021 03h21min51seg,1180,-1,5200,319,2206,1150,700,0,0,5600,0,0,0,1300,0,9780
27_04_2021 03h22min42seg,1181,-1,9050,934,0,700,400,0,0,8550,0,559,0,100,0,15500
27_04_2021 03h23min27seg,1182,-1,6195,1357,2550,1650,1300,150,0,6465,680,0,0,1925,25,13040
27_04_2021 03h23min51seg,1183,-1,4770,511,3,600,400,0,0,4120,0,671,0,0,0,8180
27_04_2021 03h24min15seg,1184,-1,4665,499,6,600,400,0,0,4015,0,699,0,0,0,8000
27_04_2021 03h24min44seg,1185,-1,6045,572,9,750,400,0,0,5545,0,699,0,150,0,9980
27_04_2021 03h25min08seg,1186,-1,4675,497,4,600,400,0,0,4025,0,699,0,0,0,7960
27_04_2021 03h25min36seg,1187,-1,5740,629,8,600,400,0,0,5090,0,699,0,0,0,10080
27_04_2021 03h26min08seg,1188,-1,6374,580,116,750,475,0,0,5475,324,279,22,225,0,10260
27_04_2021 03h26min58seg,1189,-1,7499,910,325,600,775,0,0,6630,644,0,0,375,0,14960
27_04_2021 03h27min22seg,1190,-1,4685,497,3,600,400,0,0,4035,0,699,0,0,0,7960
27_04_2021 03h27min54seg,1191,-1,6630,595,187,750,600,0,0,6180,0,27,0,350,0,10580
27_04_2021 03h28min27seg,1192,-1,5510,656,443,600,775,0,0,4795,440,0,0,375,0,11060
27_04_2021 03h28min58seg,1193,-1,6625,602,4,750,400,0,0,5975,0,867,0,150,0,10460
27_04_2021 03h29min26seg,1194,-1,5735,627,4,600,400,0,0,5085,0,671,0,0,0,10040
27_04_2021 03h29min53seg,1195,-1,4551,513,239,600,475,0,0,4090,36,0,0,75,0,8700
27_04_2021 03h30min24seg,1196,-1,5185,618,438,600,700,0,0,4835,0,0,0,300,0,10300
27_04_2021 03h30min59seg,1197,-1,4567,1209,1189,700,1075,0,0,4200,492,0,0,775,0,11220
27_04_2021 03h31min30seg,1198,-1,5863,647,81,600,475,0,0,4900,388,307,44,75,0,10500
27_04_2021 03h31min56seg,1199,-1,4647,505,137,600,475,0,0,3740,332,83,0,75,0,8300
27_04_2021 03h32min28seg,1200,-1,5745,609,241,750,500,0,0,5845,0,0,0,750,0,10920
27_04_2021 03h32min58seg,1201,-1,6150,602,0,700,400,0,0,5500,0,811,0,100,0,10180
27_04_2021 03h33min51seg,1202,-1,8775,899,178,750,700,0,0,8475,0,111,0,450,0,15400
27_04_2021 03h34min24seg,1203,-1,7039,609,217,750,475,0,0,6380,84,0,0,225,0,10880
27_04_2021 03h34min53seg,1204,-1,4933,462,309,750,475,0,0,4210,348,0,0,225,0,8680
27_04_2021 03h35min24seg,1205,-1,6620,603,2,750,400,0,0,5970,0,811,0,150,0,10480
27_04_2021 03h35min56seg,1206,-1,6466,597,64,750,475,0,0,5805,136,475,44,225,0,10480
27_04_2021 03h36min23seg,1207,-1,4503,517,198,600,475,0,0,3860,268,0,0,75,0,8680
27_04_2021 03h36min51seg,1208,-1,4111,516,931,600,775,0,0,3680,156,0,0,375,0,9000
27_04_2021 03h37min15seg,1209,-1,4740,507,1,600,400,0,0,4090,0,727,0,0,0,8120
27_04_2021 03h37min41seg,1210,-1,4305,512,529,600,700,0,0,3955,0,0,0,300,0,8700
27_04_2021 03h38min10seg,1211,-1,5900,647,2,600,400,0,0,5250,0,643,0,0,0,10360
27_04_2021 03h38min37seg,1212,-1,4181,499,566,600,775,0,0,3750,156,0,0,375,0,8720
27_04_2021 03h39min07seg,1213,-1,5706,634,54,600,475,0,0,4695,436,419,22,75,0,10260
27_04_2021 03h39min37seg,1214,-1,6190,594,0,750,400,0,0,5540,0,811,0,150,0,10320
27_04_2021 03h40min08seg,1215,-1,6870,588,3,750,400,0,0,6220,0,811,0,150,0,10240
27_04_2021 03h40min59seg,1216,-1,9159,915,18,750,475,0,0,8570,64,475,44,225,0,15520
27_04_2021 03h41min29seg,1217,-1,5950,653,3,600,400,0,0,5300,0,671,0,0,0,10460
27_04_2021 03h41min59seg,1218,-1,5150,622,479,600,700,0,0,4850,0,0,0,300,0,10360
27_04_2021 03h42min24seg,1219,-1,4693,508,133,600,475,0,0,4050,68,55,22,75,0,8360
27_04_2021 03h42min57seg,1220,-1,3513,810,2192,750,1225,0,0,3490,348,0,0,975,0,10280
27_04_2021 03h43min27seg,1221,-1,4176,453,852,750,775,0,0,4675,176,0,0,1125,0,9100
27_04_2021 03h44min04seg,1222,-1,3101,1772,2903,600,1375,0,0,3430,96,0,0,925,50,11640
27_04_2021 03h44min35seg,1223,-1,5601,621,101,600,475,0,0,4610,416,223,44,75,0,10100
27_04_2021 03h45min13seg,1224,-1,5181,1119,1506,975,1225,0,0,4845,736,0,0,1125,75,11260
27_04_2021 03h45min47seg,1225,-1,6845,467,678,1100,700,0,0,6495,0,0,0,800,0,10560
27_04_2021 03h46min39seg,1226,-1,9445,912,4,750,400,0,0,8795,0,587,0,150,0,15420
27_04_2021 03h47min09seg,1227,-1,6290,581,0,750,400,0,0,5640,0,839,0,150,0,10120
27_04_2021 03h47min39seg,1228,-1,5912,660,101,600,475,0,0,5285,52,251,22,75,0,10740
27_04_2021 03h48min14seg,1229,-1,6523,610,682,750,775,0,0,5820,428,0,0,525,0,11160
27_04_2021 03h48min39seg,1230,-1,4402,491,226,600,475,0,0,3645,332,0,0,75,0,8300
27_04_2021 03h49min29seg,1231,-1,7665,940,87,600,600,0,0,7565,0,111,0,300,0,15260
27_04_2021 03h49min53seg,1232,-1,4550,496,6,600,400,0,0,4000,0,587,0,0,0,7960
27_04_2021 03h50min18seg,1233,-1,4508,492,132,600,475,0,0,3685,248,55,22,75,0,8080
27_04_2021 03h50min42seg,1234,-1,5110,443,11,750,400,0,0,4460,0,811,0,150,0,7920
27_04_2021 03h51min21seg,1235,-1,5022,1553,2433,800,1225,0,0,5075,172,0,0,1025,0,11660
27_04_2021 03h51min45seg,1236,-1,4565,492,129,600,475,0,0,3730,260,111,22,75,0,8080
27_04_2021 03h52min09seg,1237,-1,4685,497,10,600,400,0,0,4035,0,643,0,0,0,7980
27_04_2021 03h52min34seg,1238,-1,4675,448,170,750,475,0,0,4100,0,55,0,225,0,8200
27_04_2021 03h53min06seg,1239,-1,6121,582,390,750,675,0,0,5410,436,0,0,525,0,10620
27_04_2021 03h53min38seg,1240,-1,5703,663,282,600,675,0,0,5200,128,0,0,275,0,11040
27_04_2021 03h54min12seg,1241,-1,1707,1245,3675,900,1300,0,0,2245,212,0,0,1200,0,10700
27_04_2021 03h54min40seg,1242,-1,4272,494,230,600,475,0,0,3715,232,0,0,75,0,8360
27_04_2021 03h55min07seg,1243,-1,3729,492,887,600,775,0,0,3450,204,0,0,525,0,8720
27_04_2021 03h55min57seg,1244,-1,8123,860,241,750,775,0,0,7500,448,0,0,525,0,14920
27_04_2021 03h56min23seg,1245,-1,3914,523,0,600,475,0,0,3895,44,0,0,75,0,8580
27_04_2021 03h56min55seg,1246,-1,6540,610,9,750,400,0,0,5890,0,867,0,150,0,10600
27_04_2021 03h57min18seg,1247,-1,4685,501,8,600,400,0,0,4035,0,699,0,0,0,8040
27_04_2021 03h57min47seg,1248,-1,5910,582,1,750,400,0,0,5260,0,867,0,150,0,10140
27_04_2021 03h58min23seg,1249,-1,4385,1103,1384,750,1150,0,0,4735,0,0,0,1050,0,11500
27_04_2021 03h59min11seg,1250,-1,8765,855,12,750,400,0,0,8165,0,587,0,150,0,14520
27_04_2021 03h59min50seg,1251,-1,7271,491,1126,1100,775,0,0,7320,76,0,0,1175,0,11420
27_04_2021 04h00min25seg,1252,-1,2665,1819,3002,650,950,0,0,3365,0,0,0,750,0,11140
27_04_2021 04h00min49seg,1253,-1,5180,458,12,750,400,0,0,4530,0,839,0,150,0,8160
27_04_2021 04h01min15seg,1254,-1,5420,467,7,750,400,0,0,4770,0,811,0,150,0,8300
27_04_2021 04h01min41seg,1255,-1,4802,450,300,750,475,0,0,4275,152,0,0,225,0,8500
27_04_2021 04h02min10seg,1256,-1,5825,635,5,600,400,0,0,5175,0,727,0,0,0,10180
27_04_2021 04h02min37seg,1257,-1,4680,343,884,1100,700,0,0,4330,0,0,0,800,0,8720
27_04_2021 04h03min01seg,1258,-1,4730,503,1,600,400,0,0,4080,0,699,0,0,0,8060
27_04_2021 04h03min26seg,1259,-1,5370,454,1,750,400,0,0,4720,0,811,0,150,0,8080
27_04_2021 04h03min50seg,1260,-1,4840,518,7,600,400,0,0,4190,0,727,0,0,0,8300
27_04_2021 04h04min13seg,1261,-1,4585,488,2,600,400,0,0,3935,0,643,0,0,0,7820
27_04_2021 04h04min37seg,1262,-1,4870,517,2,600,400,0,0,4220,0,727,0,0,0,8340
27_04_2021 04h05min02seg,1263,-1,5520,450,3,750,400,0,0,4870,0,895,0,150,0,8020
27_04_2021 04h05min27seg,1264,-1,4960,452,6,750,400,0,0,4310,0,839,0,150,0,8060
27_04_2021 04h05min58seg,1265,-1,5276,636,478,600,775,0,0,4765,236,0,0,375,0,10740
27_04_2021 04h06min31seg,1266,-1,4369,495,133,1000,775,0,0,4830,264,0,0,925,0,10860
27_04_2021 04h06min58seg,1267,-1,4570,323,1064,950,700,0,0,4420,0,0,0,650,0,8160
27_04_2021 04h07min22seg,1268,-1,4745,473,214,650,500,0,0,4195,0,195,0,150,0,8040
27_04_2021 04h08min00seg,1269,-1,5196,891,1471,750,1225,0,0,5105,516,0,0,975,0,12140
27_04_2021 04h08min26seg,1270,-1,4320,511,510,600,700,0,0,3970,0,0,0,300,0,8700
27_04_2021 04h08min51seg,1271,-1,4870,523,8,600,400,0,0,4220,0,671,0,0,0,8380
27_04_2021 04h09min21seg,1272,-1,4130,472,1198,750,700,0,0,4530,0,0,0,900,0,9600
27_04_2021 04h09min54seg,1273,-1,6269,565,618,750,575,0,0,5370,424,0,0,325,0,10200
27_04_2021 04h10min25seg,1274,-1,5355,639,329,600,700,0,0,5055,0,0,0,300,0,10660
27_04_2021 04h10min51seg,1275,-1,4929,460,328,750,475,0,0,4120,284,0,0,225,0,8640
27_04_2021 04h11min18seg,1276,-1,3630,507,292,600,500,0,0,4080,0,0,0,800,0,8720
27_04_2021 04h12min04seg,1277,-1,7910,901,0,600,400,0,0,7260,0,615,0,0,0,14420
27_04_2021 04h12min30seg,1278,-1,5480,470,1,750,400,0,0,4830,0,839,0,150,0,8340
27_04_2021 04h12min56seg,1279,-1,4824,465,175,750,475,0,0,4185,64,111,22,225,0,8480
27_04_2021 04h13min17seg,1280,-1,4295,449,1,600,400,0,0,3645,0,727,0,0,0,7200
27_04_2021 04h13min42seg,1281,-1,3815,418,763,650,775,0,0,3280,260,0,0,425,0,8100
27_04_2021 04h14min10seg,1282,-1,4570,437,1015,750,700,0,0,4370,0,0,0,450,0,8580
27_04_2021 04h14min46seg,1283,-1,5520,455,936,1100,700,0,0,5170,0,0,0,800,0,10400
27_04_2021 04h15min09seg,1284,-1,4675,497,0,600,400,0,0,4025,0,699,0,0,0,7960
27_04_2021 04h15min40seg,1285,-1,6450,596,14,750,400,0,0,5800,0,839,0,150,0,10380
27_04_2021 04h16min29seg,1286,-1,9360,863,2,750,400,0,0,8710,0,783,0,150,0,14640
27_04_2021 04h16min53seg,1287,-1,5215,466,6,700,400,0,0,4565,0,755,0,100,0,8020
27_04_2021 04h17min41seg,1288,-1,8050,936,2,600,400,0,0,7550,0,587,0,0,0,14980
27_04_2021 04h18min07seg,1289,-1,4932,446,122,750,475,0,0,4345,12,307,22,225,0,8120
27_04_2021 04h19min08seg,1290,-1,4721,2703,3684,1750,1375,900,0,5470,676,0,0,2075,50,17360
27_04_2021 04h19min40seg,1291,-1,5217,668,0,600,475,0,0,5130,112,0,0,75,0,10840
27_04_2021 04h20min11seg,1292,-1,5300,635,333,600,675,0,0,5055,20,0,0,375,0,10680
27_04_2021 04h20min43seg,1293,-1,5560,452,802,1100,700,0,0,5210,0,0,0,800,0,10300
27_04_2021 04h21min07seg,1294,-1,4780,510,3,600,400,0,0,4130,0,671,0,0,0,8180
27_04_2021 04h21min34seg,1295,-1,5250,483,4,750,400,0,0,5050,0,447,0,150,0,8560
27_04_2021 04h21min59seg,1296,-1,5200,440,15,750,400,0,0,4550,0,839,0,150,0,7880
27_04_2021 04h22min23seg,1297,-1,5020,439,8,750,400,0,0,4370,0,839,0,150,0,7860
27_04_2021 04h22min51seg,1298,-1,5655,617,3,600,400,0,0,5005,0,727,0,0,0,9880
27_04_2021 04h23min16seg,1299,-1,4699,511,135,600,475,0,0,4020,104,83,0,75,0,8380
27_04_2021 04h23min47seg,1300,-1,4920,634,282,600,700,0,0,5070,0,0,0,600,0,10620
27_04_2021 04h24min20seg,1301,-1,6415,499,460,900,700,0,0,6065,0,0,0,600,0,10300
27_04_2021 04h24min54seg,1302,-1,6914,594,74,750,475,0,0,6295,44,475,22,225,0,10440
27_04_2021 04h25min22seg,1303,-1,4240,464,1277,700,775,0,0,3955,60,0,0,475,0,8740
27_04_2021 04h25min56seg,1304,-1,2797,1259,3404,800,1225,0,0,2750,572,0,0,1175,0,10300
27_04_2021 04h26min25seg,1305,-1,3527,510,764,600,775,0,0,3750,252,0,0,975,0,9160
27_04_2021 04h26min53seg,1306,-1,5685,623,6,600,400,0,0,5035,0,727,0,0,0,9980
27_04_2021 04h27min19seg,1307,-1,4917,475,174,700,475,0,0,4150,192,55,22,175,0,8380
27_04_2021 04h27min42seg,1308,-1,4675,498,12,600,400,0,0,4025,0,671,0,0,0,8000
27_04_2021 04h28min09seg,1309,-1,5491,470,178,750,475,0,0,4760,156,55,0,225,0,8560
27_04_2021 04h28min36seg,1310,-1,4452,462,791,700,775,0,0,3865,312,0,0,475,0,8660
27_04_2021 04h29min03seg,1311,-1,4625,458,325,750,475,0,0,4000,300,0,0,325,0,8640
27_04_2021 04h29min37seg,1312,-1,4457,713,804,600,925,0,0,4760,72,0,0,825,0,11540
27_04_2021 04h30min07seg,1313,-1,4117,517,911,600,775,0,0,3510,332,0,0,375,0,9000
27_04_2021 04h30min37seg,1314,-1,5870,656,8,600,400,0,0,5320,0,559,0,0,0,10520
27_04_2021 04h31min15seg,1315,-1,3167,964,2051,1200,1225,0,0,4030,212,0,0,1425,0,12240
27_04_2021 04h31min41seg,1316,-1,4065,499,750,600,700,0,0,3715,0,0,0,300,0,8500
27_04_2021 04h32min07seg,1317,-1,4574,515,219,600,475,0,0,3985,164,0,0,75,0,8660
27_04_2021 04h32min32seg,1318,-1,4665,515,8,600,400,0,0,4115,0,587,0,0,0,8260
27_04_2021 04h33min04seg,1319,-1,6055,611,215,750,600,0,0,5755,0,0,0,450,0,10880
27_04_2021 04h33min34seg,1320,-1,2100,1376,2867,600,1050,0,0,2600,0,0,0,800,0,9620
27_04_2021 04h34min05seg,1321,-1,5610,650,74,600,500,0,0,5260,0,251,0,200,0,10560
27_04_2021 04h34min31seg,1322,-1,4290,515,631,600,600,0,0,3840,0,0,0,200,0,8580
27_04_2021 04h35min01seg,1323,-1,5835,657,4,600,400,0,0,5285,0,643,0,0,0,10520
27_04_2021 04h35min31seg,1324,-1,6450,587,10,750,400,0,0,5800,0,839,0,150,0,10220
27_04_2021 04h36min00seg,1325,-1,5760,629,9,600,400,0,0,5110,0,699,0,0,0,10080
27_04_2021 04h36min29seg,1326,-1,3009,488,787,600,775,0,0,3550,184,0,0,1125,0,9100
27_04_2021 04h36min54seg,1327,-1,5455,454,7,750,400,0,0,4805,0,811,0,150,0,8100
27_04_2021 04h37min21seg,1328,-1,3795,525,558,600,700,0,0,4095,0,0,0,700,0,9100
27_04_2021 04h37min52seg,1329,-1,5410,630,251,600,700,0,0,5060,0,0,0,300,0,10480
27_04_2021 04h39min14seg,1330,-1,6200,3254,3754,2300,1150,2000,0,8650,0,0,0,2600,0,23360
